Tue Apr 19 14:29:00 2016    prof

         750002 function calls (710226 primitive calls) in 1.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        1    0.000    0.000    0.000    0.000 __init__.py:683(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:242(wrap)
        1    0.000    0.000    0.000    0.000 tempfile.py:493(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 appdirs.py:352(AppDirs)
       12    0.000    0.000    0.000    0.000 __init__.py:578(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(manifest_mod)
        1    0.000    0.000    0.000    0.000 threading.py:294(notifyAll)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1144(OffsetImage)
        1    0.000    0.000    0.000    0.000 pyparsing.py:997(enablePackrat)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:463(FilterVisibilityController)
        1    0.000    0.000    0.000    0.000 service.py:66(__init__)
       18    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
       36    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.000    0.000    0.000    0.000 linear_approximation.py:29(LinearApprox)
        7    0.000    0.000    0.000    0.000 case.py:605(_deprecate)
       17    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 Tkinter.py:3312(Spinbox)
        1    0.000    0.000    0.000    0.000 ticker.py:138(TickHelper)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        8    0.000    0.000    0.000    0.000 sources_list.py:242(tags)
        9    0.000    0.000    0.000    0.000 expatbuilder.py:448(xml_decl_handler)
        1    0.000    0.000    0.000    0.000 codecs.py:651(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:171(Element)
        1    0.000    0.000    0.000    0.000 base.py:36(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1133(QuadMesh)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 image.py:775(PcolorImage)
        1    0.000    0.000    0.000    0.000 axis.py:312(XTick)
        1    0.000    0.000    0.000    0.000 urllib2.py:193(Request)
       10    0.000    0.000    0.000    0.000 minidom.py:614(__init__)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:871(squeeze)
        1    0.000    0.000    0.000    0.000 installers.py:301(PackageManagerInstaller)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 masterapi.py:82(Master)
        1    0.000    0.000    0.000    0.000 image.py:1011(BboxImage)
        1    0.000    0.000    0.000    0.000 package.py:288(Person)
        1    0.000    0.000    0.000    0.000 string.py:248(strip)
       12    0.000    0.000    0.000    0.000 {any}
        1    0.000    0.000    0.000    0.000 __init__.py:628(WorkingSet)
        1    0.000    0.000    0.000    0.000 afm.py:297(AFM)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'write' of 'cStringIO.StringO' objects}
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Triangulation)
        1    0.000    0.000    0.000    0.000 __init__.py:1833(ZipProvider)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1449(Affine2D)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 offsetbox.py:134(OffsetBox)
       14    0.000    0.000    0.000    0.000 {method 'seek' of 'cStringIO.StringO' objects}
        1    0.000    0.000    0.000    0.000 httplib.py:718(_set_hostport)
        1    0.000    0.000    0.000    0.000 httplib.py:677(HTTPConnection)
        1    0.000    0.000    0.000    0.000 rrule.py:824(rruleset)
        2    0.000    0.000    0.000    0.000 rcsetup.py:57(validate_bool)
        2    0.000    0.000    0.000    0.000 xmlrpclib.py:858(end_int)
        1    0.000    0.000    0.000    0.000 subprocess.py:709(__del__)
       24    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:560(close)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 dviread.py:31(Dvi)
        1    0.000    0.000    0.000    0.000 socket.py:246(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(ResourceManager)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        3    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 rosdistro.py:46(RosDistro)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 zipfile.py:654(ZipFile)
        1    0.000    0.000    0.000    0.000 _datasource.py:148(DataSource)
        1    0.000    0.000    0.000    0.000 httplib.py:331(HTTPResponse)
        3    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:255(TextCalendar)
        2    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:105(validate_backend)
        3    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        6    0.000    0.000    0.000    0.000 {method 'partition' of 'unicode' objects}
        6    0.000    0.000    0.000    0.000 string.py:511(replace)
        1    0.000    0.000    0.000    0.000 transforms.py:1238(TransformWrapper)
        1    0.000    0.000    0.000    0.000 manifestlib.py:317(StackDepend)
       18    0.000    0.000    0.000    0.000 version.py:258(<genexpr>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        7    0.000    0.000    0.000    0.000 rrule.py:53(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1314(AffineBase)
        5    0.000    0.000    0.000    0.000 constructor.py:155(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 data.py:16(_data_matrix)
        1    0.000    0.000    0.000    0.000 minicompat.py:51(NodeList)
        1    0.000    0.000    0.000    0.000 tz.py:191(tzfile)
        5    0.000    0.000    0.000    0.000 {method 'splitlines' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 core.py:159(deprecated)
        1    0.000    0.000    0.000    0.000 scale.py:314(SymmetricalLogTransform)
       17    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 threading.py:366(_Event)
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 Tkinter.py:2375(Entry)
        1    0.000    0.000    0.000    0.000 parser.py:39(_timelex)
        1    0.000    0.000    0.000    0.000 _ByteMultiArray.py:9(ByteMultiArray)
        1    0.000    0.000    0.000    0.000 font_manager.py:942(FontManager)
        2    0.000    0.000    0.000    0.000 legend_handler.py:225(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:242(__getitem__)
        1    0.000    0.000    0.000    0.000 image.py:507(AxesImage)
        1    0.000    0.000    0.000    0.000 aptdistro.py:7(AptDistro)
        1    0.000    0.000    0.000    0.000 Tkinter.py:165(Variable)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        4    0.000    0.000    0.000    0.000 {math.log}
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:387(__getattr__)
        1    0.000    0.000    0.000    0.000 Tkconstants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1156(ReadOnlySequentialNamedNodeMap)
        3    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        4    0.000    0.000    0.000    0.000 docstring.py:31(__init__)
        1    0.000    0.000    0.000    0.000 container.py:3(Container)
        1    0.000    0.000    0.000    0.000 ticker.py:1083(MaxNLocator)
        1    0.000    0.000    0.000    0.000 rosenv.py:43(get_master_uri)
        2    0.000    0.000    0.000    0.000 __init__.py:12(register)
        1    0.000    0.000    0.000    0.000 coo.py:16(coo_matrix)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        1    0.000    0.000    0.000    0.000 __init__.py:388(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 getlimits.py:184(iinfo)
        1    0.000    0.000    0.000    0.000 textpath.py:397(TextPath)
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 lil.py:15(lil_matrix)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5500(mvoid)
        1    0.000    0.000    0.000    0.000 cm.py:156(ScalarMappable)
        1    0.000    0.000    0.000    0.000 subprocess.py:1252(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 zipfile.py:252(ZipInfo)
        1    0.000    0.000    0.000    0.000 _Int16.py:8(Int16)
        1    0.000    0.000    0.000    0.000 urlparse.py:68(ResultMixin)
        1    0.000    0.000    0.000    0.000 offsetbox.py:596(TextArea)
        1    0.000    0.000    0.000    0.000 text.py:1418(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 parser.py:165(parserinfo)
        1    0.000    0.000    0.000    0.000 httplib.py:494(_check_close)
        1    0.000    0.000    0.000    0.000 os_detect.py:489(OsDetect)
        1    0.000    0.000    0.000    0.000 minidom.py:456(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 tarfile.py:387(_Stream)
        1    0.000    0.000    0.000    0.000 collections.py:798(LineCollection)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 lookup.py:48(RosdepDefinition)
        1    0.000    0.000    0.000    0.000 socket.py:192(close)
        1    0.000    0.000    0.000    0.000 _cm.py:49(cubehelix)
        1    0.000    0.000    0.000    0.000 minidom.py:869(Childless)
       86    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 __init__.py:1068(_fixupChildren)
        1    0.000    0.000    0.000    0.000 tilecode.py:6(TileCodingBasis)
        1    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 __init__.py:343(VersionConflict)
        1    0.000    0.000    0.000    0.000 threading.py:276(notify)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 mathtext.py:2933(MathTextParser)
        1    0.000    0.000    0.000    0.000 cbook.py:900(RingBuffer)
        1    0.000    0.000    0.000    0.000 dates.py:668(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:870(end_string)
        1    0.000    0.000    0.000    0.000 threading.py:765(_MainThread)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2347(Cursors)
        1    0.000    0.000    0.000    0.000 __init__.py:280(__init__)
        1    0.000    0.000    0.000    0.000 axis3d.py:49(Axis)
       13    0.000    0.000    0.000    0.000 _import_tools.py:261(log)
        1    0.000    0.000    0.000    0.000 installers.py:47(InstallerContext)
        1    0.000    0.000    0.000    0.000 colors.py:236(ColorConverter)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:181(_stringify)
        1    0.000    0.000    0.000    0.000 __about__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 {_locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 blocking_input.py:110(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 __init__.py:1130(info)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:601(FragmentBuilder)
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1428(send_user_agent)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(FeedParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2370(State)
        1    0.000    0.000    0.000    0.000 __init__.py:80(get_projection_names)
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:377(DateTime)
        1    0.000    0.000    0.000    0.000 distro.py:603(current_distro_codename)
        4    0.000    0.000    0.000    0.000 httplib.py:224(addheader)
        1    0.000    0.000    0.000    0.000 message.py:249(Message)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 Tkinter.py:1787(Pack)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 textpath.py:17(TextToPath)
        6    0.000    0.000    0.000    0.000 pyparsing.py:156(__init__)
       23    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 release_cache.py:39(ReleaseCache)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 rrule.py:50(weekday)
        1    0.000    0.000    0.000    0.000 contour.py:1083(QuadContourSet)
        1    0.000    0.000    0.000    0.000 core.py:2246(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 legend_handler.py:221(HandlerPatch)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 platform.py:388(_popen)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 patches.py:2343(_Base)
        1    0.000    0.000    0.000    0.000 __init__.py:600(IResourceProvider)
        1    0.000    0.000    0.000    0.000 manifest.py:196(Platform)
        1    0.000    0.000    0.000    0.000 transforms.py:961(TransformedBbox)
        1    0.000    0.000    0.000    0.000 lookup.py:260(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:451(YTick)
        1    0.000    0.000    0.000    0.000 minicompat.py:75(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 urllib.py:850(ftpwrapper)
        1    0.000    0.000    0.000    0.000 distro.py:134(Distro)
        1    0.000    0.000    0.000    0.000 httplib.py:665(getheader)
        1    0.000    0.000    0.000    0.000 core.py:881(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2480(Listbox)
        1    0.000    0.000    0.000    0.000 __init__.py:375(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 polar.py:28(PolarTransform)
        1    0.000    0.000    0.000    0.000 text.py:1378(OffsetFrom)
        1    0.000    0.000    0.000    0.000 mathtext.py:563(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 _Empty.py:8(Empty)
        1    0.000    0.000    0.000    0.000 urllib2.py:149(HTTPError)
        1    0.000    0.000    0.000    0.000 axes.py:156(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
       12    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:181(Slider)
        1    0.000    0.000    0.000    0.000 figure.py:41(AxesStack)
        1    0.000    0.000    0.000    0.000 lookup.py:167(RosdepView)
        1    0.000    0.000    0.000    0.000 cbook.py:1146(Stack)
        1    0.000    0.000    0.000    0.000 tarfile.py:2442(TarIter)
        1    0.000    0.000    0.000    0.000 urllib.py:609(FancyURLopener)
        1    0.000    0.000    0.000    0.000 cbook.py:265(Scheduler)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1241(Transport)
        1    0.000    0.000    0.000    0.000 codecs.py:720(__exit__)
        1    0.000    0.000    0.000    0.000 saxutils.py:171(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 blocking_input.py:24(BlockingInput)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:878(end_array)
        1    0.000    0.000    0.000    0.000 mathtext.py:1570(Vlist)
        1    0.000    0.000    0.000    0.000 _Float64MultiArray.py:9(Float64MultiArray)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {gc.enable}
        1    0.000    0.000    0.000    0.000 _MultiArrayDimension.py:8(MultiArrayDimension)
        8    0.000    0.000    0.000    0.000 mathtext.py:1718(__init__)
        7    0.000    0.000    0.000    0.000 relativedelta.py:18(__init__)
        1    0.000    0.000    0.000    0.000 rospack.py:62(is_view_empty)
        1    0.000    0.000    0.000    0.000 threading.py:183(_Condition)
        1    0.000    0.000    0.000    0.000 art3d.py:344(Poly3DCollection)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 ticker.py:552(LogFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:356(Counter)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 _Int64MultiArray.py:9(Int64MultiArray)
        1    0.000    0.000    0.000    0.000 _Int16MultiArray.py:9(Int16MultiArray)
        1    0.000    0.000    0.000    0.000 offsetbox.py:881(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 urllib2.py:749(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 image.py:656(NonUniformImage)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 ticker.py:789(Locator)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:462(AxisMenu)
        1    0.000    0.000    0.000    0.000 mathtext.py:1218(Node)
        1    0.000    0.000    0.000    0.000 os_detect.py:497(__init__)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 _UInt16MultiArray.py:9(UInt16MultiArray)
        1    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        1    0.000    0.000    0.000    0.000 os_detect.py:318(QNX)
        1    0.000    0.000    0.000    0.000 legend_handler.py:576(__init__)
        1    0.000    0.000    0.000    0.000 package.py:49(Package)
        1    0.000    0.000    0.000    0.000 tempfile.py:119(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:123(NpzFile)
        1    0.000    0.000    0.000    0.000 transforms.py:2170(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        3    0.000    0.000    0.000    0.000 __init__.py:942(__init__)
        1    0.000    0.000    0.000    0.000 _Int8MultiArray.py:9(Int8MultiArray)
        1    0.000    0.000    0.000    0.000 _util.py:18(deferred_error)
        1    0.000    0.000    0.000    0.000 transforms.py:1955(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 osx.py:114(HomebrewResolution)
        1    0.000    0.000    0.000    0.000 _UInt16.py:8(UInt16)
        1    0.000    0.000    0.000    0.000 __init__.py:2957(Requirement)
        1    0.000    0.000    0.000    0.000 function_base.py:1753(vectorize)
        1    0.000    0.000    0.000    0.000 FileDialog.py:21(FileDialog)
        1    0.000    0.000    0.000    0.000 transforms.py:2108(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 urllib2.py:307(OpenerDirector)
        1    0.000    0.000    0.000    0.000 _UInt8.py:8(UInt8)
        1    0.000    0.000    0.000    0.000 _Bool.py:8(Bool)
        1    0.000    0.000    0.000    0.000 minidom.py:316(DocumentFragment)
        1    0.000    0.000    0.000    0.000 core.py:5849(_minimum_operation)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        1    0.000    0.000    0.000    0.000 utils.py:979(SafeEval)
        6    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 names.py:64(canonicalize_name)
        1    0.000    0.000    0.000    0.000 __init__.py:1332(isEnabledFor)
       11    0.000    0.000    0.000    0.000 model.py:65(is_loaded)
        1    0.000    0.000    0.000    0.000 rostime.py:52(TVal)
        1    0.000    0.000    0.000    0.000 geo.py:578(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 _ColorRGBA.py:8(ColorRGBA)
        1    0.000    0.000    0.000    0.000 mathtext.py:407(Fonts)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:256(DOMInputSource)
        1    0.000    0.000    0.000    0.000 representer.py:15(BaseRepresenter)
        1    0.000    0.000    0.000    0.000 SimpleXMLRPCServer.py:160(SimpleXMLRPCDispatcher)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 rcsetup.py:262(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 repository.py:40(Repository)
        1    0.000    0.000    0.000    0.000 arrayprint.py:499(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 tz.py:475(tzrange)
        1    0.000    0.000    0.000    0.000 plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 axes.py:8403(SubplotBase)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 geo.py:517(LambertTransform)
        1    0.000    0.000    0.000    0.000 calendar.py:372(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3492(PanedWindow)
        1    0.000    0.000    0.000    0.000 distro.py:470(SvnConfig)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 colors.py:465(Colormap)
        1    0.000    0.000    0.000    0.000 mathtext.py:906(StixFonts)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1882(Grid)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1475(Keyword)
        1    0.000    0.000    0.000    0.000 _Int32MultiArray.py:9(Int32MultiArray)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:649(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 _UInt64MultiArray.py:9(UInt64MultiArray)
        1    0.000    0.000    0.000    0.000 _Float64.py:8(Float64)
        1    0.000    0.000    0.000    0.000 tarfile.py:2526(TarFileCompat)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1169(LocationEvent)
        1    0.000    0.000    0.000    0.000 rostime.py:285(Duration)
        1    0.000    0.000    0.000    0.000 urllib2.py:925(AbstractDigestAuthHandler)
        6    0.000    0.000    0.000    0.000 pyparsing.py:351(keys)
        1    0.000    0.000    0.000    0.000 names.py:95(make_global_ns)
        1    0.000    0.000    0.000    0.000 core.py:5863(__init__)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        6    0.000    0.000    0.000    0.000 core.py:763(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:616(_StreamProxy)
        1    0.000    0.000    0.000    0.000 mathtext.py:195(MathtextBackendAggRender)
        1    0.000    0.000    0.000    0.000 patches.py:1568(_Style)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1456(XMLParser)
        1    0.000    0.000    0.000    0.000 colors.py:614(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 SocketServer.py:347(TCPServer)
        2    0.000    0.000    0.000    0.000 {built-in method register}
        1    0.000    0.000    0.000    0.000 rrule.py:82(rrulebase)
        1    0.000    0.000    0.000    0.000 httplib.py:1148(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 simple_basis_functions.py:8(RBFBasisFunctions)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2705(Radiobutton)
        1    0.000    0.000    0.000    0.000 widgets.py:897(SpanSelector)
        2    0.000    0.000    0.000    0.000 representer.py:80(add_multi_representer)
        2    0.000    0.000    0.000    0.000 pyparsing.py:992(resetCache)
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        3    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:71(JSONEncoder)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:62(ElementInfo)
        1    0.000    0.000    0.000    0.000 transforms.py:1004(Transform)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1603(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:286(YAMLObject)
        1    0.000    0.000    0.000    0.000 units.py:113(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:360(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1788(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 colors.py:785(Normalize)
        1    0.000    0.000    0.000    0.000 msgs.py:228(MsgSpec)
        1    0.000    0.000    0.000    0.000 geo.py:419(MollweideTransform)
        1    0.000    0.000    0.000    0.000 _MultiArrayLayout.py:9(MultiArrayLayout)
        1    0.000    0.000    0.000    0.000 triangulate.py:22(Triangulation)
        1    0.000    0.000    0.000    0.000 dates.py:553(RRuleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:703(EngFormatter)
        3    0.000    0.000    0.000    0.000 {method 'endswith' of 'unicode' objects}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 distro.py:106(Variant)
        1    0.000    0.000    0.000    0.000 _String.py:8(String)
        1    0.000    0.000    0.000    0.000 transforms.py:2024(BboxTransform)
        2    0.000    0.000    0.000    0.000 cbook.py:1466(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2200(TransformedPath)
        6    0.000    0.000    0.000    0.000 httplib.py:800(_output)
        2    0.000    0.000    0.000    0.000 __init__.py:207(set_level)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 dates.py:512(DateLocator)
        1    0.000    0.000    0.000    0.000 _Float32MultiArray.py:9(Float32MultiArray)
        1    0.000    0.000    0.000    0.000 encoder.py:102(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:118(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 tarfile.py:781(ExFileObject)
        3    0.000    0.000    0.000    0.000 manifest.py:79(_check_required)
        1    0.000    0.000    0.000    0.000 __init__.py:26(get_projection_names)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 version.py:82(LegacyVersion)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1832(Place)
        1    0.000    0.000    0.000    0.000 manifestlib.py:242(Platform)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 minidom.py:1298(Entity)
        1    0.000    0.000    0.000    0.000 art3d.py:290(Patch3DCollection)
        7    0.000    0.000    0.000    0.000 {method 'read' of 'cStringIO.StringO' objects}
